concordances	Lemma form	Annotations	
rimpatrio assistito come già supra indicato. < Prendendo >  spunto  dalle conclusioni alle quali arriva 	prendere spunto	1	
l' Italia è il paradiso dei ladri. Quando < prendevo >  nota  delle statistiche ci fu un anno, il 	prendere nota	1	
dire nè fare; il titolo di questo messaggio < prende >  spunto  da un intervento del Dottor Sottile 	prendere spunto	1	
 politica della Rft deve definitivamente < prendere >  atto  della sconfitta del 1945 e delle sue 	prendere atto	1	
condanne a morte contro persone che avevano < preso >  parte  alle dimostrazioni antigovernative 	prendere parte	1	
questo Moto, che ha sempre negato di aver < preso >  parte  al fallito golpe, era stato condannato 	prendere parte	1	
amministratori della provincia di Isernia a < prendere >  posizione  contro il progetto della Molisenergy 	prendere posizione	1	
distonia interna. In questi casi il dover < prendere >  atto  di una realtà negativa che ci riguarda 	prendere atto	1	
 della Chiesa avrebbero potuto ingannare < prendendosi >  gioco  della nostra iniziativa andata a  	prendere gioco	1	only riflexive
realizzare proprio un percorso del genere. < Prendendo >  spunto  da tale iniziativa ritiene possibile 	prendere spunto	1	
una terapia o via d' uscita. Primo passo: < prendere >  coscienza  che la solitudine è una condizione 	prendere coscienza	1	
stesso giorno alle ore 15 non avrà più luogo. < Prende >  atto  la Commissione. La seduta termina  	prendere atto	1	
Giardino Pisano (1547). Ulisse Aldrovandi si < prende >  cura  delle coltivazioni di erbe della specie 	prendere cura	1	only riflexive
dell' esame ad altra seduta. La Commissione < prende >  atto  . Schema di decreto legislativo concernente 	prendere atto	1	
quotidiani nazionali nei giorni scorsi, e < prende >  spunto  da dati oggettivi, non da luoghi 	prendere spunto	1	
cose succedono ed è fantastico vedere come < prendano >  forma  e si plasmino ogni tanto a nostro 	prendere forma	1	
riduttivo e inadeguato: si tratta infatti di < prendersi >  cura  con intelligenza e affetto, non semplicemente 	prendere cura	1	
2000 ed Osti, 2002]. Insomma sembra si stia < prendendo >  atto  che le abitudini e gli stili di consumo 	prendere atto	1	
dichiarazione di voto, ribadisce di aver < preso >  atto  del parere negativo espresso dal relatore 	prendere atto	1	
sopra, l' unico posto in cui i cellulari < prendono >  campo  , si deve stare sempre a terra, per 	prendere campo	0	
il candidato che ne faccia richiesta può < prendere >  visione  (é consegnata copia) del promemoria 	prendere visione	1	
seduta antimeridiana. Il presidente PEDRIZZI, < preso >  atto  che non ci sono richieste di interventi 	prendere atto	1	
mio dubbio nasce dalla realtà dei numeri; < prendiamo >  emotrasfusione  ed epo: nel mondo ne fanno 	prendere emotrasfusione	0	
ripartire dal metodo di Roma e Bologna L' Ulivo < prenda >  esempio  dalle esperienze di Roma e Bologna 	prendere esempio	1	
Hanno votato sì 16 Hanno votato no 179). < Prendo >  atto  che l' onorevole Milioto non è riuscito 	prendere atto	1	
turismo e trasporti). Gli indici debbono < prendere >  atto  : Londra e Milano  3,05 %, Madrid 	prendere atto	1	
insegnato come apprendere dall' esperienza e < prendono >  parte  a vari tipi di competizioni a livello 	prendere parte	1	
costituzionale, secondo il quale, dovendosi < prendere >  atto  della coincidenza parziale tra acque 	prendere atto	1	
popolazione legittima le persone che devono < prendere >  decisioni  all' interno dello scenario dischiuso 	prendere decisioni	1	
muovere accuse o processi a nessuno, è ora di < prender >  coscienza  dei fatti, e proporre nuove soluzioni 	prendere coscienza	1	
sentenza n. 7662/99 che aveva incidentalmente < preso >  atto  del problema dell' impugnabilità della 	prendere atto	1	
Com' è possibile? Una delle teorie che sta < prendendo >  forza  a Langley, la sede della Cia in Virginia 	prendere forza	0	
ottimizzato nei componenti (ci sono meno viti) < Prese >  aria  2005 toglie un altro chilo e mezzo 	prendere aria	0	
non-frazionata versus la sola Eparina. Hanno < preso >  parte  allo studio 256 pazienti con embolia 	prendere parte	1	
menare le mani, spericolato in moto fino a < prender >  parte  a gare clandestine, come il tuo Step 	prendere parte	1	
altri capitoli, che sono la maggioranza, < prendono >  spunto  da situazioni di vita quotidiana 	prendere spunto	1	
definibile, dal lungo pelo marrone dove aveva < preso >  dimora  dalle pulci. La più piccola e la 	prendere dimora	1	
mia profonda incertezza e in ­ capacità a < prendere >  posizione  su questo tema, devo dire che 	prendere posizione	1	
 clausole previste dal bando; e. di aver < preso >  visione  del Capitolato Speciale di Appalto 	prendere visione	1	
 Oggi vogliamo presentarvi un metodo per < prendere >  appunti  che vi sarà utile anche in occasioni 	prendere appunti	0	
certo " dividere " il movimento quando si < prende >  atto  che, nella variegata ed eterogenea 	prendere atto	1	
in forma è abitudine di tutti coloro che < prendono >  parte  a questi avvenimenti. ' I feel good 	prendere parte	1	
affermazioni dello stesso Picchi di avere < preso >  posto  , nei giorni di assenza per malattia 	prendere posto	1	
Giuseppe LOMBARDO Segretario La Commissione < prende >  atto  che sono pervenute ulteriori rinunce 	prendere atto	1	
Archive Initiative (OAI) che sempre più sta < prendendo >  piede  anche in Italia: è di pochi giorni 	prendere piede	1	
Londra, 20 ottobre 2003 - Richard Gere ci ha < preso >  gusto  . Dopo aver mostrato un insospettabile 	prendere gusto	1	
somme stanziate sul bilancio regionale. Nel < prendere >  atto  del fatto che nel disegno di legge 	prendere atto	1	
 le piacque perché assicurava di volersi < prendere >  cura  di Aladino, che lo avrebbe indotto 	prendere cura	1	
 DELLA MAGIA Quella notte non riuscivo a < prendere >  sonno  . Le pupille dilatate nella penombra 	prendere sonno	1	
ignorati, colonizzati nel momento in cui < prendono >  coscienza  di sé sono facile preda di sentimenti 	prendere coscienza	1	
nel trattato. Per quanto concerne la CIG, < prendendo >  atto  della volontà espressa dal Consiglio 	prendere atto	1	
 una forma al futuro che anche l' Europa < prende >  forma  . " La politica di prossimita' e' 	prendere forma	1	
puntuale informazione a tempo debito. Per < prendere >  visione  della circolare ministeriale prot.n. 	prendere visione	1	
Signore stesso vi ha sparsi? Chiunque si < prenda >  cura  di approfondire, nei documenti conciliari 	prendere cura	1	
Basta con il trash, con veline e velini! < Prendo >  spunto  dalla polemica sulla negata diretta 	prendere spunto	1	
decisioni raccomandate dalla Commissione; - < prendere >  nota  dei provvedimenti che la Repubblica 	prendere nota	1	
un appuntamento che avrebbe cominciato a < prendere >  corpo  dieci anni dopo. Vocazione, semmai 	prendere corpo	1	
condizione di un' attesa non soddisfatta. < Preso >  atto  della tenacia del Ministro Tremaglia 	prendere atto	1	
prestabiliti e facilmente accessibili per < prendere >  conoscenza  dei principali provvedimenti 	prendere conoscenza	0	
presenza di domande di stranieri. Invita a < prendere >  contatto  con l' assessore al patrimonio 	prendere contatto	1	
ma pur sempre un' organizzazione. Simone < prende >  contatti  con i produttori, spedisce il  	prendere contatti	1	
Hanno votato sì 176 Hanno votato no 239). < Prendo >  atto  che gli onorevoli Mazzoni, Petrella 	prendere atto	1	
parte sono " dipendenti " del Berlusca e < prendono >  ordini  dal capo: il consenso si impone  	prendere ordini	0	
decreti-legge ed atti del Governo. La Commissione < prende >  atto  . La seduta termina alle 9.50. SEDE 	prendere atto	1	
gioco, è stata eliminata dagli episodi: ha < preso >  gol  al primo tiro e pensare di farne tre 	prendere gol	0	
una gara di calcio. Lo stadio era pieno, < presi >  posto  in tribuna. Era uno stadio nuovo, 	prendere posto	0	
1 lettera a) della legge n. 14 del 1978. < Prende >  atto  la Commissione. Schema di regolamento 	prendere atto	1	
pari a 279 posti auto. Le Commissioni, pur < prendendo >  atto  che la soluzione progettuale proposta 	prendere atto	1	
cammino necessario perché quella fortuna < prenda >  vita  . Milo Manara, artista naturale, ha 	prendere vita	1	
quale, il mondo dell' associazionismo dovrà < prendere >  atto  delle scelte politiche di esclusione 	prendere atto	1	
comunica a tutti gli specializzandi che hanno < preso >  iscrizione  al corso della Prof. ssa Landi 	prendere iscrizione	0	
inedita ecologia con cui è molto urgente < prendere >  dimestichezza  . Il li bro: « No logo »  	prendere dimestichezza	0	
deriva sinagoga) e " convocazione " (donde ha < preso >  nome  la Chiesa) vi è una certa differenza 	prendere nome	1	
come risolvere la difficoltà quando Dio si < prende >  gioco  del suo popolo che lo tradisce rinnegando 	prendere gioco	1	
Segretario Generale della Confartigianato, che ha < preso >  atto  delle posizioni espresse dalle Organizzazioni 	prendere atto	1	
Poi mi piace giocare a golf e a tennis, ho < preso >  lezioni  per diversi mesi perché sono due 	prendere lezioni	0	
deputato Luigi Berlinguer. La Commissione < prende >  atto  . Legge finanziaria per l' anno 2001 	prendere atto	1	
un altro scrutatore e del segretario che < prendono >  nota  dei voti, contemporaneamente ma separatamente 	prendere nota	1	
della giustizia amministrativa non hanno < preso >  posizione  ». (L' Unione Sarda) HA RAGIONE 	prendere posizione	1	
 tempo, anzi normalmente di molto tempo. < Prendi >  coscienza  della verità di questa risposta 	prendere coscienza	1	
discende il destino di Fedra. In Pasifae < prende >  corpo  visibile, splendente, il destino  	prendere corpo	1	
introdurre nella futura organizzazione unitaria, < prende >  corpo  nel 1972 con il Patto Federativo  	prendere corpo	1	
 tutto il Paese. L' esercito libanese ha < preso >  posizione  nella maggior parte delle basi 	prendere posizione	1	
momento con continui stimoli ed idee che < prendono >  consistenza  sonora davanti al pubblico. 	prendere consistenza	0	
superiori. " Si tratta di un progetto che ha < preso >  avvio  nel 2001 come iniziativa " Scienza 	prendere avvio	1	
di qualità, che offrono la possibilità di < prendere >  parte  a processi decisionali riguardanti 	prendere parte	1	
, dichiarava inammissibile la questione. < Preso >  atto  di ciò, il giudice relatore procedeva 	prendere atto	1	
seguito indicato. Successivamente verranno < presi >  contatti  con i nominativi di riferimento 	prendere contatti	0	
oscuri recessi dell' inconscio la coscienza < prende >  vita  e l' Io comincia a differenziarsi  	prendere vita	1	
ricorsi " guardano all' indietro " e non < prendono >  atto  delle profonde trasformazioni in atto 	prendere atto	1	
organizzazioni criminali. All' iniziativa hanno < preso >  parte  due funzionari di polizia ed un magistrato 	prendere parte	1	
interpellanza. La nostra interpellanza ha < preso >  spunto  particolare, anche se la materia 	prendere spunto	1	
In Italia la cultura della concorrenza ha < preso >  piede  solo nel 1990 con la legge 287/90 	prendere piede	1	
messo a confronto più voci. Al forum hanno < preso >  parte  Luciano Guerzoni, sottosegretario 	prendere parte	1	
corso di una conferenza stampa cui hanno < preso >  parte  l' assessore regionale alle politiche 	prendere parte	1	
con un caricabatterie dedicato altrimenti < prendono >  fuoco  ... Scusate la lungaggine ma ho cercato 	prendere fuoco	0	
Dichiarazione congiunta. Punto A. Le OO.SS. < prendono >  atto  delle cause che hanno originato la 	prendere atto	1	
9, il Cavatorta conferma di non aver mai < preso >  visione  del il plottaggio del Russo. In 	prendere visione	1	
con il Principe Nero ". Ma è Jack che si è < preso >  cura  di loro, con l' astuzia del principe 	prendere cura	1	
Repubblica presso il tribunale di Marsala (dove < prendeva >  servizio  nel giugno dello stesso anno). 	prendere servizio	1	
danneggiato non è messo in condizione di < prendere >  visione  degli atti richiesti, egli può  	prendere visione	1	
col gruppo e quindi ogni volta differente. < Prendere >  parte  a più di un atelier potrebbe per  	prendere parte	1	
 quello da scrivere, xò ti direi solo di < prendere >  spunto  da altro piuttosto ke dalla tua  	prendere spunto	1	
(Source Code Management). La polemica ha < preso >  avvio  poiché Torvalds non ha ravveduto, 	prendere avvio	1	
 di mercoledì 2 febbraio. La Commissione < prende >  atto  . La seduta termina alle 11.55. Coppa 	prendere atto	1	
coinvolgimento diretto risulta, così, possibile < prendere >  dimestichezza  con le straordinarie proprietà 	prendere dimestichezza	0	
trasporti del Centro Nazionale delle Ricerche. < Prende >  parte  ai lavori per il varo di regolamenti 	prendere parte	1	
si rischia ... e non sempre i giochi che < prendono >  voti  alti poi ti devono per forza piacere 	prendere voti	0	
sono molto contento che le iene si siano < prese >  carico  di queste denunce animaliste, fanno 	prendere carico	1	
mobilità cosiddette a lungo termine: " Occorre < prendere >  consapevolezza  del fatto che per muovere 	prendere consapevolezza	0	
 città vecchia, si sciolgono i ricordi e < prendono >  corpo  le immagini non ancora appannate  	prendere corpo	1	
determinati limiti è normale che si debbano < prendere >  provvedimenti  ". Scatta una tregua, quindi 	prendere provvedimenti	0	
d' accordo con te. Cosa farà mai uno per < prendere >  stipendi  del genere? Quante ore lavorerà 	prendere stipendi	0	
Gran Fondo, è vero che lo scorso anno hai < preso >  parte  a qualche gara? Si, come preparazione 	prendere parte	1	
interpreti autentici e conseguenti; anche da qui < prende >  avvio  la " presa sociale " di forze come 	prendere avvio	0	
 Argentina. In questi ultimi mesi stanno < prendendo >  piede  i " sequestri lampo ": bande di disperati 	prendere piede	1	
dipendenti dell ´ azienda, intenzionati a < prendere >  servizio  , e militanti dei centri sociali 	prendere servizio	1	
